C1=NC=NN1,4.6
C1(=NC(=NN1)N)N,7.6
C1=NN=CN1N,6.8
CC1=NC=NN1,5.2
C1=NNN=C1,3.4
C1=NNC(=N1)N,5.6
C1=CNN=C1,3.4
CC1=CC=NN1,3.5
CN1C=CC(=N1)N,4.5
CCC1=CC(=NN1)N,4.3
C1=CN=CN1,7.4
CC1=NC=CN1,13.3
CC1=NC=CN1C,15.6
CCN1C=CN=C1,7.2
CC1=NC=CN1CCCN,10.7
CC1=NC(=NC(=N1)N)N,7.1
C1=CC=NN=C1,4.7
C1=CN=CN=C1,4.3
C1=CN=CC=N1,3.9
